option,maximum mark after weighting,combination of components,a*,a,b,c,d,e,year,month
AY,500,"02, 03, 04, 12",434,380,326,279,233,187,2025,on
AZ,500,"02, 03, 04, 13",434,380,326,279,233,187,2025,on
BZ,500,"02, 03, 05, 13",434,380,326,279,233,187,2025,on
DY,500,"03, 04, 88",434,380,326,279,233,187,2025,on
EX,500,"03, 05, 87",434,380,326,279,233,187,2025,on
EY,500,"03, 05, 88",434,380,326,279,233,187,2025,on
HY,500,"03, 04, 98",434,380,326,279,233,187,2025,on
HZ,500,"03, 04, 99",434,380,326,279,233,187,2025,on
JY,500,"03, 05, 98",434,380,326,279,233,187,2025,on
JZ,500,"03, 05, 99",434,380,326,279,233,187,2025,on
KY,500,"04, 05, 98",434,380,326,279,233,187,2025,on
KZ,500,"04, 05, 99",434,380,326,279,233,187,2025,on
MY,500,"02, 03, 05, 12",434,380,326,279,233,187,2025,on
SA,250,"11, 82/92",–,180,151,129,108,87,2025,on
SB,250,"12, 82/92",–,180,151,129,108,87,2025,on
SC,250,"13, 82/92",–,180,151,129,108,87,2025,on
SX,250,"02, 11",–,180,151,129,108,87,2025,on
SY,250,"02, 12",–,180,151,129,108,87,2025,on
SZ,250,"02, 13",–,180,151,129,108,87,2025,on
AX (AX1),500,"02, 03, 04, 11",434,380,326,279,233,187,2025,mj
AX (AX2),250,"02, 11",–,180,151,129,108,87,2025,mj
AY (AY1),500,"02, 03, 04, 12",434,380,326,279,233,187,2025,mj
AY (AY2),250,"02, 12",–,180,151,129,108,87,2025,mj
AZ (AZ1),500,"02, 03, 04, 13",434,380,326,279,233,187,2025,mj
AZ (AZ2),250,"02, 13",–,180,151,129,108,87,2025,mj
BX (BX1),500,"02, 03, 05, 11",434,380,326,279,233,187,2025,mj
BX (BX2),250,"02, 11",–,180,151,129,108,87,2025,mj
BY (BY1),500,"02, 03, 05, 12",434,380,326,279,233,187,2025,mj
BY (BY2),250,"02, 12",–,180,151,129,108,87,2025,mj
BZ (BZ1),500,"02, 03, 05, 13",434,380,326,279,233,187,2025,mj
BZ (BZ2),250,"02, 13",–,180,151,129,108,87,2025,mj
CX (CX1),500,"02, 04, 05, 11",434,380,326,279,233,187,2025,mj
CX (CX2),250,"02, 11",–,180,151,129,108,87,2025,mj
CY (CY1),500,"02, 04, 05, 12",434,380,326,279,233,187,2025,mj
CY (CY2),250,"02, 12",–,180,151,129,108,87,2025,mj
CZ (CZ1),500,"02, 04, 05, 13",434,380,326,279,233,187,2025,mj
CZ (CZ2),250,"02, 13",–,180,151,129,108,87,2025,mj
DX,500,"03, 04, 87",434,380,326,279,233,187,2025,mj
DY,500,"03, 04, 88",434,380,326,279,233,187,2025,mj
DZ,500,"03, 04, 89",434,380,326,279,233,187,2025,mj
EX,500,"03, 05, 87",434,380,326,279,233,187,2025,mj
EY,500,"03, 05, 88",434,380,326,279,233,187,2025,mj
EZ,500,"03, 05, 89",434,380,326,279,233,187,2025,mj
FX,500,"04, 05, 87",434,380,326,279,233,187,2025,mj
FY,500,"04, 05, 88",434,380,326,279,233,187,2025,mj
FZ,500,"04, 05, 89",434,380,326,279,233,187,2025,mj
HY,500,"03, 04, 98",434,380,326,279,233,187,2025,mj
HZ,500,"03, 04, 99",434,380,326,279,233,187,2025,mj
JY,500,"03, 05, 98",434,380,326,279,233,187,2025,mj
KY,500,"04, 05, 98",434,380,326,279,233,187,2025,mj
KZ,500,"04, 05, 99",434,380,326,279,233,187,2025,mj
LZ (LZ1),500,"02, 03, 04, 13",434,380,326,279,233,187,2025,mj
LZ (LZ2),500,"03, 04, 89",434,380,326,279,233,187,2025,mj
LZ (LZ3),500,"03, 04, 99",434,380,326,279,233,187,2025,mj
LZ (LZ4),250,"02, 13",–,180,151,129,108,87,2025,mj
PZ (PZ1),500,"03, 04, 13, 82",434,380,326,279,233,187,2025,mj
PZ (PZ2),500,"03, 04, 13, 92",434,380,326,279,233,187,2025,mj
PZ (PZ3),250,"13, 82",–,180,151,129,108,87,2025,mj
PZ (PZ4),250,"13, 92",–,180,151,129,108,87,2025,mj
QZ (QZ1),500,"03, 05, 13, 82",434,380,326,279,233,187,2025,mj
QZ (QZ2),500,"03, 05, 13, 92",434,380,326,279,233,187,2025,mj
QZ (QZ3),250,"13, 82",–,180,151,129,108,87,2025,mj
QZ (QZ4),250,"13, 92",–,180,151,129,108,87,2025,mj
SX,250,"02, 11",–,180,151,129,108,87,2025,mj
SY,250,"02, 12",–,180,151,129,108,87,2025,mj
SZ,250,"02, 13",–,180,151,129,108,87,2025,mj
AY,500,"02, 03, 04, 12",434,380,326,279,233,187,2023,on
AZ,500,"02, 03, 04, 13",434,380,326,279,233,187,2023,on
DY,500,"03, 04, 88",434,380,326,279,233,187,2023,on
EY,500,"03, 05, 88",434,380,326,279,233,187,2023,on
HY,500,"03, 04, 98",423,371,319,272,226,180,2023,on
HZ,500,"03, 04, 99",423,371,319,272,226,180,2023,on
JY,500,"03, 05, 98",423,371,319,272,226,180,2023,on
JZ,500,"03, 05, 99",423,371,319,272,226,180,2023,on
KY,500,"04, 05, 98",423,371,319,272,226,180,2023,on
KZ,500,"04, 05, 99",423,371,319,272,226,180,2023,on
SB (SB1),250,"12, 82",–,180,151,129,108,87,2023,on
SB (SB2),250,"12, 92",–,174,147,126,105,85,2023,on
SC (SC1),250,"13, 82",–,180,151,129,108,87,2023,on
SC (SC2),250,"13, 92",–,174,147,126,105,85,2023,on
SX,250,"02, 11",–,180,151,129,108,87,2023,on
SY,250,"02, 12",–,180,151,129,108,87,2023,on
SZ,250,"02, 13",–,180,151,129,108,87,2023,on
AY,500,"02, 03, 04, 12",417,364,311,265,219,173,2022,on
AZ,500,"02, 03, 04, 13",417,364,311,265,219,173,2022,on
BY,500,"02, 03, 05, 12",417,364,311,265,219,173,2022,on
BZ,500,"02, 03, 05, 13",417,364,311,265,219,173,2022,on
CY,500,"02, 04, 05, 12",417,364,311,265,219,173,2022,on
DY,500,"03, 04, 88",416,364,312,265,219,173,2022,on
DZ,500,"03, 04, 89",416,364,312,265,219,173,2022,on
EY,500,"03, 05, 88",416,364,312,265,219,173,2022,on
EZ,500,"03, 05, 89",416,364,312,265,219,173,2022,on
HY,500,"03, 04, 98",403,354,305,258,212,166,2022,on
HZ,500,"03, 04, 99",403,354,305,258,212,166,2022,on
HZN,250,"03, 04",216,188,160,130,101,72,2022,on
JY,500,"03, 05, 98",403,354,305,258,212,166,2022,on
JZ,500,"03, 05, 99",403,354,305,258,212,166,2022,on
KY,500,"04, 05, 98",403,354,305,258,212,166,2022,on
KZ,500,"04, 05, 99",403,354,305,258,212,166,2022,on
SA (SA1),250,"11, 82",–,171,144,122,101,80,2022,on
SA (SA2),250,"11, 92",–,171,145,123,101,79,2022,on
SB (SB1),250,"12, 82",–,171,144,122,101,80,2022,on
SB (SB2),250,"12, 92",–,171,145,123,101,79,2022,on
SC (SC1),250,"13, 82",–,171,144,122,101,80,2022,on
SC (SC2),250,"13, 92",–,171,145,123,101,79,2022,on
SX,250,"02, 11",–,171,144,122,101,80,2022,on
SY,250,"02, 12",–,171,144,122,101,80,2022,on
SZ,250,"02, 13",–,171,144,122,101,80,2022,on
AX,500,"02, 03, 04, 11",434,380,326,279,233,187,2024,on
AY,500,"02, 03, 04, 12",434,380,326,279,233,187,2024,on
BY,500,"02, 03, 05, 12",434,380,326,279,233,187,2024,on
DY,500,"03, 04, 88",434,380,326,279,233,187,2024,on
EY,500,"03, 05, 88",434,380,326,279,233,187,2024,on
HY,500,"03, 04, 98",434,380,326,279,233,187,2024,on
HZ,500,"03, 04, 99",434,380,326,279,233,187,2024,on
JZ,500,"03, 05, 99",434,380,326,279,233,187,2024,on
NZ,500,"02, 04, 05, 13 / 04, 05, 89/99",434,380,326,279,233,187,2024,on
PZ,500,"03, 04, 13, 82/92",434,380,326,279,233,187,2024,on
QZ,500,"03, 05, 13, 82/92",434,380,326,279,233,187,2024,on
SA,250,"11, 82/92",–,180,151,129,108,87,2024,on
SC,250,"13, 82/92",–,180,151,129,108,87,2024,on
SX,250,"02, 11",–,180,151,129,108,87,2024,on
SY,250,"02, 12",–,180,151,129,108,87,2024,on
SZ,250,"02, 13",–,180,151,129,108,87,2024,on
AX,500,"02, 03, 04, 11",417,364,311,265,219,173,2022,mj
AY,500,"02, 03, 04, 12",417,364,311,265,219,173,2022,mj
AZ,500,"02, 03, 04, 13",417,364,311,265,219,173,2022,mj
BY,500,"02, 03, 05, 12",417,364,311,265,219,173,2022,mj
BZ,500,"02, 03, 05, 13",417,364,311,265,219,173,2022,mj
CY,500,"02, 04, 05, 12",417,364,311,265,219,173,2022,mj
DX,500,"03, 04, 87",403,354,305,258,212,166,2022,mj
DY,500,"03, 04, 88",403,354,305,258,212,166,2022,mj
DY2,250,"03, 04",216,188,160,130,101,72,2022,mj
DZ,500,"03, 04, 89",403,354,305,258,212,166,2022,mj
DZ2,250,"03, 04",216,188,160,130,101,72,2022,mj
EX,500,"03, 05, 87",403,354,305,258,212,166,2022,mj
EY,500,"03, 05, 88",403,354,305,258,212,166,2022,mj
EY2,250,"03, 05",216,188,160,130,101,72,2022,mj
EZ,500,"03, 05, 89",403,354,305,258,212,166,2022,mj
FY,500,"04, 05, 88",403,354,305,258,212,166,2022,mj
FY2,250,"04, 05",216,188,160,130,101,72,2022,mj
FZ,500,"04, 05, 89",403,354,305,258,212,166,2022,mj
HY,500,"03, 04, 98",403,354,305,258,212,166,2022,mj
JY,500,"03, 05, 98",403,354,305,258,212,166,2022,mj
JY2,250,"03, 05",216,188,160,130,101,72,2022,mj
JZ,500,"03, 05, 99",403,354,305,258,212,166,2022,mj
KY,500,"04, 05, 98",403,354,305,258,212,166,2022,mj
MZ1,500,"02, 03, 05, 13",417,364,311,265,219,173,2022,mj
MZ2,500,"03, 05, 89",403,354,305,258,212,166,2022,mj
MZ3,500,"03, 05, 99",403,354,305,258,212,166,2022,mj
MZ4,250,"02, 13",–,171,144,122,101,80,2022,mj
MZN,250,"03, 05",216,188,160,130,101,72,2022,mj
P1,75,50,–,51,42,33,24,15,2022,mj
P2,150,"50, 60",120,102,84,66,48,30,2022,mj
P3,150,"60, 80",127,111,95,78,61,45,2022,mj
SX,250,"02, 11",–,171,144,122,101,80,2022,mj
SY,250,"02, 12",–,171,144,122,101,80,2022,mj
SZ,250,"02, 13",–,171,144,122,101,80,2022,mj
